A	a
AFAMA'R	a - f a - m a r
AFANA'R	a - f a - n a r
AFANO'SO	a - f a - n o - s o
AFASI'A	a - f a - s i - a
AFASTADO'R	a - f a s - t a - d o r
AFASTA'R	a - f a s - t a r
AFAZE'R	a - f a - z e r
AFAZE'RES	a - f a - z e - r e s
AFEGÃ'O	a - f e - g ã o
AFE'ITO	a - f e i - t o
AFEIÇOA'R	a - f e i - ç o - a r
AFEIÇÃ'O	a - f e i - ç ã o
AFEMINA'R	a - f e - m i - n a r
AFERE'NTE	a - f e - r e n - t e
AFERI'R	a - f e - r i r
AFERRA'R	a - f e - r r a r
AFERROA'R	a - f e - r r o - a r
AFERROLHA'R	a - f e - r r o - l h a r
AFETA'NTE	a - f e - t a n - t e
AFETA'R	a - f e - t a r
AFETI'VO	a - f e - t i - v o
AFE'TO	a - f e - t o
AFETUO'SO	a - f e - t u - o - s o
AFEÇÃ'O	a - f e - ç ã o
AFIADE'IRA	a - f i a - d e i - r a
AFIADO'R	a - f i a - d o r
AFIAMBRA'R	a - f i - a m - b r a r
AFIANÇA'R	a - f i - a n - ç a r
AFIA'R	a - f i - a r
AFICIONA'DO	a - f i - c i o - n a - d o
AFIDALGA'R	a - f i - d a l - g a r
AFIGURA'R	a - f i - g u - r a r
AFIGURATI'VO	a - f i - g u - r a - t i - v o
AFILA'R	a - f i - l a r
AFILHA'DO	a - f i - l h a - d o
AFILHA'R	a - f i - l h a r
AFILIA'R	a - f i - l i - a r
AFILIAÇÃ'O	a - f i - l i a - ç ã o
AFI'M	a - f i m
AFINADO'R	a - f i - n a - d o r
AFINA'GEM	a - f i - n a - g e m
AFINA'L	a - f i - n a l
AFINA'R	a - f i - n a r
AFINCA'R	a - f i n - c a r
AFI'NCO	a - f i n - c o
AFINFA'R	a - f i n - f a r
AFINIDA'DE	a - f i - n i - d a - d e
AFIRMA'R	a - f i r - m a r
AFIRMATI'VA	a - f i r - m a - t i - v a
AFIRMATI'VO	a - f i r - m a - t i - v o
AFIRMAÇÃ'O	a - f i r - m a - ç ã o
AFIVELA'R	a - f i - v e - l a r
AFIXA'R	a - f i - x a r
AFI'XO	a - f i - x o
AFLAUTA'R	a - f l a u - t a r
AFLEUMA'R	a - f l e u - m a r
AFLIGI'R	a - f l i - g i r
AFLITI'VO	a - f l i - t i - v o
AFLI'TO	a - f l i - t o
AFLIÇÃ'O	a - f l i - ç ã o
AFLORA'R	a - f l o - r a r
AFLUE'NTE	a - f l u - e n - t e
AFLUI'R	a - f l u - i r
AFLU'XO	a - f l u - x o
AFLUÊ'NCIA	a - f l u - ê n - c i a
AFOCINHA'R	a - f o - c i - n h a r
AFOFA'R	a - f o - f a r
AFOGADE'LA	a - f o - g a - d e - l a
AFOGADI'ÇO	a - f o - g a - d i - ç o
AFOGA'R	a - f o - g a r
AFO'GO	a - f o - g o
AFOGUEA'R	a - f o - g u e - a r
AFOITA'R	a - f o i - t a r
AFOITE'ZA	a - f o i - t e - z a
AFO'ITO	a - f o i - t o
AFOLA'R	a - f o - l a r
AFOLHA'R	a - f o - l h a r
AFONI'A	a - f o - n i - a
AFO'NO	a - f o - n o
AFONSI'NO	a - f o n - s i - n o
AFO'RA	a - f o - r a
AFORA'R	a - f o - r a r
AFORI'SMO	a - f o - r i s - m o
AFORMOSEA'R	a - f o r - m o - s e - a r
AFORQUILHA'R	a - f o r - q u i - l h a r
AFORRA'R	a - f o - r r a r
AFO'RRO	a - f o - r r o
AFORTALEZA'R	a - f o r - t a - l e - z a r
AFORTUNA'R	a - f o r - t u - n a r
AFORÍ'STICO	a - f o - r í s - t i - c o
AFRACA'R	a - f r a - c a r
AFRANCESA'R	a - f r a n - c e - s a r
AFRANZINA'R	a - f r a n - z i - n a r
AFRECHA'R	a - f r e - c h a r
AFREGUESA'R	a - f r e - g u e - s a r
AFRETA'R	a - f r e - t a r
AFRICANA'R	a - f r i - c a - n a r
AFRICA'NAS	a - f r i - c a - n a s
AFRICANIZA'R	a - f r i - c a - n i - z a r
AFRICA'NO	a - f r i - c a - n o
AFRICÂ'NDER	a - f r i - c â n - d e r
A'FRO	a - f r o
AFRODISI'A	a - f r o - d i - s i - a
AFRODISÍ'ACO	a - f r o - d i - s í - a - c o
AFRODI'TA	a - f r o - d i - t a
AFROIXAME'NTO	a - f r o i - x a - m e n - t o
AFRONHA'R	a - f r o - n h a r
AFRO'NTA	a - f r o n - t a
AFRONTADI'ÇO	a - f r o n - t a - d i - ç o
AFRONTADO'R	a - f r o n - t a - d o r
AFRONTA'R	a - f r o n - t a r
AFRONTO'SO	a - f r o n - t o - s o
AFROUXA'R	a - f r o u - x a r
A'FTA	a f - t a
AFUGENTA'R	a - f u - g e n - t a r
AFUMADU'RA	a - f u - m a - d u - r a
AFUMA'R	a - f u - m a r
AFUNDA'R	a - f u n - d a r
AFUNILA'R	a - f u - n i - l a r
AFUSELA'DO	a - f u - s e - l a - d o
AFÁ'SICO	a - f á - s i - c o
AFÁ'VEL	a - f á - v e l
AFÃ'	a - f ã
AFÉ'LIO	a - f é - l i o
AFÔ'NICO	a - f ô - n i - c o
AGACHA'R	a - g a - c h a r
AGAIATA'R	a - g a i - a - t a r
AGARGALA'DO	a - g a r - g a - l a - d o
AGAROTA'R	a - g a - r o - t a r
AGA'RRA	a - g a - r r a
AGARRA'R	a - g a - r r a r
AGASALHA'R	a - g a - s a - l h a r
AGASA'LHO	a - g a - s a - l h o
AGASTA'R	a - g a s - t a r
AGEMA'DO	a - g e - m a - d o
AGENCIA'R	a - g e n - c i - a r
AGE'NDA	a - g e n - d a
AGENDA'R	a - g e n - d a r
AGE'NTE	a - g e n - t e
AGIGANTA'R	a - g i - g a n - t a r
AGILIDA'DE	a - g i - l i - d a - d e
AGILIZA'R	a - g i - l i - z a r
AGIO'TA	a - g i - o - t a
AGIOTA'GEM	a - g i o - t a - g e m
AGIOTA'R	a - g i o - t a r
AGI'R	a - g i r
AGITABILIDA'DE	a - g i - t a - b i - l i - d a - d e
AGITADI'ÇO	a - g i - t a - d i - ç o
AGITADO'R	a - g i - t a - d o r
AGITA'NTE	a - g i - t a n - t e
AGITA'R	a - g i - t a r
AGLOMERA'DA	a - g l o - m e - r a - d a
AGLOMERA'DO	a - g l o - m e - r a - d o
AGLOMERA'R	a - g l o - m e - r a r
AGLUTINA'NTE	a - g l u - t i - n a n - t e
AGLUTINA'R	a - g l u - t i - n a r
AGLUTINATI'VO	a - g l u - t i - n a - t i - v o
AGLUTINAÇÃ'O	a - g l u - t i - n a - ç ã o
AGNOSTICI'SMO	a g - n o s - t i - c i s - m o
AGNÓ'STICO	a g - n ó s - t i - c o
AGOIRA'R	a - g o i - r a r
AGOIRE'IRO	a - g o i - r e i - r o
AGOIRE'NTO	a - g o i - r e n - t o
AGOI'RO	a - g o i - r o
AGONI'A	a - g o - n i - a
AGONIA'NTE	a - g o - n i - a n - t e
AGONIA'R	a - g o - n i a r
AGONIZA'NTE	a - g o - n i - z a n - t e
AGONIZA'R	a - g o - n i - z a r
AGONÍ'STICA	a - g o - n í s - t i - c a
AGO'RA	a - g o - r a
AGORAFOBI'A	a - g o - r a - f o - b i - a
AGORI'NHA	a - g o - r i - n h a
AGOSTE'IRO	a - g o s - t e i - r o
AGOSTINIA'NO	a - g o s - t i - n i - a - n o
AGOURA'R	a - g o u - r a r
AGOURE'IRO	a - g o u - r e i - r o
AGOURENTA'R	a - g o u - r e n - t a r
AGOURE'NTO	a - g o u - r e n - t o
AGOU'RO	a - g o u - r o
AGRACIA'R	a - g r a - c i a r
AGRADA'R	a - g r a - d a r
AGRADECE'R	a - g r a - d e - c e r
AGRADECI'DO	a - g r a - d e - c i - d o
AGRA'DO	a - g r a - d o
AGRADÁ'VEL	a - g r a - d á - v e l
AGRAFADO'R	a - g r a - f a - d o r
AGRAFA'R	a - g r a - f a r
AGRAFI'A	a - g r a - f i - a
AGRA'FO	a - g r a - f o
AGRAVA'NTE	a - g r a - v a n - t e
AGRAVA'R	a - g r a - v a r
AGRAVATI'VO	a - g r a - v a - t i - v o
AGRAVATÓ'RIO	a - g r a - v a - t ó - r i o
AGRA'VO	a - g r a - v o
A'GRE	a - g r e
AGREDI'R	a - g r e - d i r
AGREGA'DO	a - g r e - g a - d o
AGREGA'R	a - g r e - g a r
AGREGATI'VO	a - g r e - g a - t i - v o
AGREMIAÇÃ'O	a - g r e - m i a - ç ã o
AGRESSI'VO	a - g r e - s s i - v o
AGRESSO'R	a - g r e - s s o r
AGRESSÃ'O	a - g r e - s s ã o
AGRE'STE	a - g r e s - t e
AGRIA'L	a - g r i - a l
AGRICULTA'R	a - g r i - c u l - t a r
AGRICULTU'RA	a - g r i - c u l - t u - r a
AGRIDO'CE	a - g r i - d o - c e
AGRILHOA'R	a - g r i - l h o - a r
AGRIMENSA'R	a - g r i - m e n - s a r
AGRIMENSO'R	a - g r i - m e n - s o r
AGRIMENSU'RA	a - g r i - m e n - s u - r a
AGRIMENSÃ'O	a - g r i - m e n - s ã o
AGRISALHA'R	a - g r i - s a - l h a r
AGRIÃ'O	a - g r i - ã o
A'GRO	a - g r o
AGROGRAFI'A	a - g r o - g r a - f i - a
AGROLOGI'A	a - g r o - l o - g i - a
AGROMANI'A	a - g r o - m a - n i - a
AGRONOMI'A	a - g r o - n o - m i - a
AGROPECUÁ'RIA	a - g r o - p e - c u - á - r i a
AGROPECUÁ'RIO	a - g r o - p e - c u - á - r i o
AGRO'R	a - g r o r
AGROSSEIRA'DO	a - g r o - s s e i - r a - d o
AGRUPA'R	a - g r u - p a r
AGRU'RA	a - g r u - r a
AGRÁ'RIO	a - g r á - r i o
AGRÔ'NOMO	a - g r ô - n o - m o
AGUACE'IRO	a - g u a - c e i - r o
AGUA'DA	a - g u a - d a
AGUA'R	a - g u a r
AGUARDA'R	a - g u a r - d a r
AGUARDE'NTE	a - g u a r - d e n - t e
AGUARDENTE'IRO	a - g u a r - d e n - t e i - r o
AGUARDENTO'SO	a - g u a r - d e n - t o - s o
AGUARE'LA	a - g u a - r e - l a
AGUARELA'R	a - g u a - r e - l a r
AGUARELI'STA	a - g u a - r e - l i s - t a
AGUARRÁ'S	a - g u a - r r á s
AGUA'ÇA	a - g u a - ç a
AGUAÇA'L	a - g u a - ç a l
AGUDE'Z	a - g u - d e z
AGUDE'ZA	a - g u - d e - z a
AGUDIZA'R	a - g u - d i - z a r
AGU'DO	a - g u - d o
AGUENTA'R	a - g u e n - t a r
AGUERRI'DO	a - g u e - r r i - d o
AGUERRILHA'R	a - g u e - r r i - l h a r
AGUERRI'R	a - g u e - r r i r
AGUILHA'R	a - g u i - l h a r
AGUILHOA'DA	a - g u i - l h o - a - d a
AGUILHOADE'LA	a - g u i - l h o a - d e - l a
AGUILHOA'R	a - g u i - l h o - a r
AGUILHÃ'O	a - g u i - l h ã o
AGUISA'R	a - g u i - s a r
AGUITARRA'R	a - g u i - t a - r r a r
AGU'LHA	a - g u - l h a
AGULHA'DA	a - g u - l h a - d a
AGULHA'GEM	a - g u - l h a - g e m
AGULHA'R	a - g u - l h a r
AGULHEA'DO	a - g u - l h e - a - d o
AGULHE'IRO	a - g u - l h e i - r o
AGULHE'TA	a - g u - l h e - t a
AGU'ÇA	a - g u - ç a
AGUÇADE'IRA	a - g u - ç a - d e i - r a
AGUÇADO'R	a - g u - ç a - d o r
AGUÇADU'RA	a - g u - ç a - d u - r a
AGUÇA'R	a - g u - ç a r
AGU'ÇO	a - g u - ç o
AGÊ'NCIA	a - g ê n - c i a
AH	a h
AI	a i
AI'NDA	a - i n - d a
A'IPO	a i - p o
AIRO'SO	a i - r o - s o
AJANOTA'R	a - j a - n o - t a r
AJANTARA'DO	a - j a n - t a - r a - d o
AJARDINA'R	a - j a r - d i - n a r
AJAULA'DO	a - j a u - l a - d o
AJEITA'R	a - j e i - t a r
AJOELHA'R	a - j o - e - l h a r
AJORNALA'R	a - j o r - n a - l a r
AJOUJA'R	a - j o u - j a r
AJO'UJO	a - j o u - j o
AJU'DA	a - j u - d a
AJUDA'DA	a - j u - d a - d a
AJUDA'NTE	a - j u - d a n - t e
AJUDA'R	a - j u - d a r
AJUIZA'R	a - j u i - z a r
AJUMENTA'DO	a - j u - m e n - t a - d o
AJU'NTA	a - j u n - t a
AJUNTADO'R	a - j u n - t a - d o r
AJUNTADO'URO	a - j u n - t a - d o u - r o
AJUNTA'R	a - j u n - t a r
AJURAMENTA'R	a - j u - r a - m e n - t a r
AJUSTADO'R	a - j u s - t a - d o r
AJUSTA'R	a - j u s - t a r
AJU'STE	a - j u s - t e
AJUSTIÇA'R	a - j u s - t i - ç a r
A'LA	a - l a
ALABA'STRO	a - l a - b a s - t r o
ALACAIA'R	a - l a - c a i - a r
ALACRIDA'DE	a - l a - c r i - d a - d e
ALAGADI'ÇO	a - l a - g a - d i - ç o
ALAGA'R	a - l a - g a r
ALAGARTA'DO	a - l a - g a r - t a - d o
ALAMBI'QUE	a - l a m - b i - q u e
ALAME'DA	a - l a - m e - d a
ALANI'NA	a - l a - n i - n a
ALAPA'R	a - l a - p a r
ALA'R	a - l a r
ALARANJA'R	a - l a - r a n - j a r
ALA'RDE	a - l a r - d e
ALARDEA'R	a - l a r - d e - a r
ALA'RDO	a - l a r - d o
ALARGA'R	a - l a r - g a r
ALARI'DO	a - l a - r i - d o
ALA'RMA	a - l a r - m a
ALARMA'NTE	a - l a r - m a n - t e
ALARMA'R	a - l a r - m a r
ALA'RME	a - l a r - m e
ALARVA'DO	a - l a r - v a - d o
ALA'RVE	a - l a r - v e
ALASTRADE'IRA	a - l a s - t r a - d e i - r a
ALASTRA'R	a - l a s - t r a r
ALAVA'NCA	a - l a - v a n - c a
ALAÚ'DE	a - l a - ú - d e
A'LBA	a l - b a
ALBA'NO	a l - b a - n o
ALBANÊ'S	a l - b a - n ê s
ALBA'RDA	a l - b a r - d a
ALBARDA'R	a l - b a r - d a r
ALBARDE'IRO	a l - b a r - d e i - r o
ALBATRO'Z	a l - b a - t r o z
ALBE'DO	a l - b e - d o
ALBERGA'R	a l - b e r - g a r
ALBERGARI'A	a l - b e r - g a - r i - a
ALBE'RGUE	a l - b e r - g u e
ALBERGUE'IRO	a l - b e r - g u e i - r o
ALBICASTRE'NSE	a l - b i - c a s - t r e n - s e
ALBINI'SMO	a l - b i - n i s - m o
ALBI'NO	a l - b i - n o
ALBUFE'IRA	a l - b u - f e i - r a
ALBUFEIRA'R	a l - b u - f e i - r a r
ALBUGÍ'NEA	a l - b u - g í - n e a
ALBUMI'NA	a l - b u - m i - n a
ALBUMINA'R	a l - b u - m i - n a r
ALBUMINO'SO	a l - b u - m i - n o - s o
ALBÚ'MEN	a l - b ú - m e n
ALCACHO'FRA	a l - c a - c h o - f r a
ALCA'IDE	a l - c a i - d e
ALCAIOTA'R	a l - c a i - o - t a r
ALCALINIZA'R	a l - c a - l i - n i - z a r
ALCALI'NO	a l - c a - l i - n o
ALCA'NCE	a l - c a n - c e
ALCANTI'L	a l - c a n - t i l
ALCANTILA'DO	a l - c a n - t i - l a - d o
ALCANÇA'R	a l - c a n - ç a r
ALCA'NÇO	a l - c a n - ç o
ALCATE'IA	a l - c a - t e i - a
ALCATIFA'R	a l - c a - t i - f a r
ALCATRA'Z	a l - c a - t r a z
ALCATROA'R	a l - c a - t r o - a r
ALCATRÃ'O	a l - c a - t r ã o
A'LCE	a l - c e
ALCOBACE'NSE	a l - c o - b a - c e n - s e
ALCO'FA	a l - c o - f a
ALCOFA'R	a l - c o - f a r
ALCOOLEMI'A	a l - c o - o - l e - m i - a
ALCOOLIFICA'R	a l - c o - o - l i - f i - c a r
ALCOOLI'SMO	a l - c o - o - l i s - m o
ALCOOLIZA'R	a l - c o - o - l i - z a r
ALCOOLOMETRI'A	a l - c o - o - l o - m e - t r i - a
ALCOOLÔ'METRO	a l - c o - o - l ô - m e - t r o
ALCORÂ'NICO	a l - c o - r â - n i - c o
ALCO'VA	a l - c o - v a
ALCOVITE'IRO	a l - c o - v i - t e i - r o
ALCOÓ'LICO	a l - c o - ó - l i - c o
ALCU'NHA	a l - c u - n h a
ALCUNHA'R	a l - c u - n h a r
ALCU'NHO	a l - c u - n h o
ALCÁ'CER	a l - c á - c e r
ALCÁ'ÇOVA	a l - c á - ç o - v a
ALDEAME'NTO	a l - d e - a - m e n - t o
ALDE'IA	a l - d e i - a
ALDEO'LA	a l - d e - o - l a
ALDEO'TA	a l - d e - o - t a
ALDEÃ'O	a l - d e - ã o
ALDEÍ'DO	a l - d e - í - d o
ALDRABA'DA	a l - d r a - b a - d a
ALDRABA'R	a l - d r a - b a r
ALDRABE'IRO	a l - d r a - b e i - r o
ALDRABI'CE	a l - d r a - b i - c e
ALDRABÃ'O	a l - d r a - b ã o
ALEATÓ'RIO	a - l e a - t ó - r i o
ALECRI'M	a - l e - c r i m
ALEGA'DO	a - l e - g a - d o
ALEGA'NTE	a - l e - g a n - t e
ALEGA'R	a - l e - g a r
ALEGORI'A	a - l e - g o - r i - a
ALEGORIZA'R	a - l e - g o - r i - z a r
ALEGRA'R	a - l e - g r a r
ALE'GRE	a - l e - g r e
ALEGRE'NSE	a - l e - g r e n - s e
ALEGRI'A	a - l e - g r i - a
ALE'GRO	a - l e - g r o
ALEGRO'TE	a - l e - g r o - t e
ALEGRÃ'O	a - l e - g r ã o
ALEGÓ'RICO	a - l e - g ó - r i - c o
ALEIJA'R	a - l e i - j a r
ALEITA'R	a - l e i - t a r
ALELU'IA	a - l e - l u i - a
ALEMÂ'NICO	a - l e - m â - n i - c o
ALEMÃ'O	a - l e - m ã o
ALENTA'R	a - l e n - t a r
ALENTEJA'NO	a - l e n - t e - j a - n o
ALE'NTO	a - l e n - t o
ALERGI'A	a - l e r - g i - a
ALE'RTA	a - l e r - t a
ALERTA'R	a - l e r - t a r
ALESMA'R	a - l e s - m a r
ALETRI'A	a - l e - t r i - a
ALEVANTA'R	a - l e - v a n - t a r
ALEVA'NTE	a - l e - v a n - t e
ALEXANDRI'NO	a - l e - x a n - d r i - n o
ALEXI'A	a - l e - x i - a
ALEXÍ'ACO	a - l e - x í - a - c o
A'LFA	a l - f a
ALFABETA'R	a l - f a - b e - t a r
ALFABETI'SMO	a l - f a - b e - t i s - m o
ALFABETIZA'R	a l - f a - b e - t i - z a r
ALFABE'TO	a l - f a - b e - t o
ALFABETÁ'RIO	a l - f a - b e - t á - r i o
ALFABÉ'TICO	a l - f a - b é - t i - c o
ALFA'CE	a l - f a - c e
ALFACI'NHA	a l - f a - c i - n h a
ALFA'IA	a l - f a i - a
ALFAIA'R	a l - f a i - a r
ALFAIATA'R	a l - f a i - a - t a r
ALFAIATARI'A	a l - f a i - a - t a - r i - a
ALFAIA'TE	a l - f a i - a - t e
ALFA'MA	a l - f a - m a
ALFAME'NSE	a l - f a - m e n - s e
ALFANDEGA'R	a l - f a n - d e - g a r
ALFANDEGÁ'RIO	a l - f a n - d e - g á - r i o
ALFANUMÉ'RICO	a l - f a - n u - m é - r i - c o
ALFARRABI'STA	a l - f a - r r a - b i s - t a
ALFARRO'BA	a l - f a - r r o - b a
ALFARROBA'L	a l - f a - r r o - b a l
ALFARROBA'R	a l - f a - r r o - b a r
ALFARROBE'IRA	a l - f a - r r o - b e i - r a
ALFARRÁ'BIO	a l - f a - r r á - b i o
ALFAZE'MA	a l - f a - z e - m a
ALFAZEMA'R	a l - f a - z e - m a r
ALFE'NA	a l - f e - n a
ALFE'RES	a l - f e - r e s
ALFINETA'DA	a l - f i - n e - t a - d a
ALFINETA'R	a l - f i - n e - t a r
ALFINE'TE	a l - f i - n e - t e
ALFINETE'IRA	a l - f i - n e - t e i - r a
ALFO'RGE	a l - f o r - g e
ALFORJA'DA	a l - f o r - j a - d a
ALFORJA'R	a l - f o r - j a r
ALFORRA'R	a l - f o - r r a r
ALFORRE'CA	a l - f o - r r e - c a
ALFÂ'NDEGA	a l - f â n - d e - g a
A'LGA	a l - g a
ALGALIA'R	a l - g a - l i a r
ALGARAVIA'DA	a l - g a - r a - v i - a - d a
ALGARI'SMO	a l - g a - r i s - m o
ALGARVI'O	a l - g a r - v i - o
ALGAZA'RRA	a l - g a - z a - r r a
ALGAZARRA'R	a l - g a - z a - r r a r
ALGEBRICAME'NTE	a l - g e - b r i - c a - m e n - t e
ALGEBRIZA'R	a l - g e - b r i - z a r
ALGE'MA	a l - g e - m a
ALGEMA'R	a l - g e - m a r
ALGIBE'IRA	a l - g i - b e i - r a
A'LGO	a l - g o
ALGODÃ'O	a l - g o - d ã o
ALGORITMI'A	a l - g o - r i t - m i - a
ALGORI'TMO	a l - g o - r i t - m o
ALGORÍ'TMICO	a l - g o - r í t - m i - c o
ALGO'Z	a l - g o z
ALGUIDA'R	a l - g u i - d a r
ALGU'M	a l - g u m
ALGU'RES	a l - g u - r e s
ALGUÉ'M	a l - g u é m
ALGÁ'LIA	a l - g á - l i a
ALGÉ'BRICO	a l - g é - b r i - c o
ALHA'DA	a - l h a - d a
ALHEAME'NTO	a - l h e - a - m e n - t o
ALHEA'R	a - l h e - a r
ALHE'IO	a - l h e i - o
ALHE'IRA	a - l h e i - r a
ALHE'IRO	a - l h e i - r o
ALHEÁ'VEL	a - l h e - á - v e l
A'LHO	a - l h o
ALI'	a - l i
ALIA'NÇA	a - l i - a n - ç a
ALIA'R	a - l i - a r
ALIBILIDA'DE	a - l i - b i - l i - d a - d e
ALICA'TE	a - l i - c a - t e
ALICE'RCE	a - l i - c e r - c e
ALICERÇA'R	a - l i - c e r - ç a r
ALICIADO'R	a - l i - c i a - d o r
ALICIA'NTE	a - l i - c i - a n - t e
ALICIA'R	a - l i - c i - a r
ALIENABILIDA'DE	a - l i - e - n a - b i - l i - d a - d e
ALIENA'NTE	a - l i - e - n a n - t e
ALIENA'R	a - l i - e - n a r
ALIENATÁ'RIO	a - l i - e - n a - t á - r i o
ALIENATÓ'RIO	a - l i - e - n a - t ó - r i o
ALIENI'SMO	a - l i - e - n i s - m o
ALIENI'STA	a - l i - e - n i s - t a
ALIENÍ'GENA	a - l i - e - n í - g e - n a
ALIGEIRA'R	a - l i - g e i - r a r
ALIJA'R	a - l i - j a r
ALIMENTADO'R	a - l i - m e n - t a - d o r
ALIMENTA'R	a - l i - m e n - t a r
ALIMENTIVIDA'DE	a - l i - m e n - t i - v i - d a - d e
ALIME'NTO	a - l i - m e n - t o
ALIMENTO'SO	a - l i - m e n - t o - s o
ALIMENTÍ'CIO	a - l i - m e n - t í - c i o
ALIMPA'R	a - l i m - p a r
ALINDA'R	a - l i n - d a r
ALINHA'R	a - l i - n h a r
ALINHAVA'R	a - l i - n h a - v a r
ALINHA'VO	a - l i - n h a - v o
ALISA'R	a - l i - s a r
ALISTA'R	a - l i s - t a r
ALIVIA'R	a - l i - v i - a r
ALIÁ'S	a - l i - á s
ALJOFRA'R	a l - j o - f r a r
ALJUBARROTE'NSE	a l - j u - b a - r r o - t e n - s e
A'LMA	a l - m a
ALMANA'QUE	a l - m a - n a - q u e
ALMA'ÇO	a l - m a - ç o
ALMEJA'NTE	a l - m e - j a n - t e
ALMEJA'R	a l - m e - j a r
ALME'JO	a l - m e - j o
ALMI'NHAS	a l - m i - n h a s
ALMIRA'NTA	a l - m i - r a n - t a
ALMIRANTA'DO	a l - m i - r a n - t a - d o
ALMIRA'NTE	a l - m i - r a n - t e
ALMISCARA'R	a l - m i s - c a - r a r
ALMISCARE'IRO	a l - m i s - c a - r e i - r o
ALMOCREVA'R	a l - m o - c r e - v a r
ALMOCRE'VE	a l - m o - c r e - v e
ALMOFA'DA	a l - m o - f a - d a
ALMOFADA'R	a l - m o - f a - d a r
ALMOFADI'LHA	a l - m o - f a - d i - l h a
ALMOFADÃ'O	a l - m o - f a - d ã o
ALMOFARI'Z	a l - m o - f a - r i z
ALMOÇA'R	a l - m o - ç a r
ALMO'ÇO	a l - m o - ç o
ALMU'DE	a l - m u - d e
ALMÍ'SCAR	a l - m í s - c a r
ALMÔ'NDEGA	a l - m ô n - d e - g a
ALOCA'R	a - l o - c a r
ALOCUÇÃ'O	a - l o - c u - ç ã o
ALOGAMI'A	a - l o - g a - m i - a
ALOJA'R	a - l o - j a r
ALO'JO	a - l o - j o
ALOMBA'R	a - l o m - b a r
ALONGA'R	a - l o n - g a r
ALOUCA'R	a - l o u - c a r
ALOURA'R	a - l o u - r a r
ALOUSA'R	a - l o u - s a r
ALPA'CA	a l - p a - c a
ALPA'RCA	a l - p a r - c a
ALPENDRA'DO	a l - p e n - d r a - d o
ALPENDRA'R	a l - p e n - d r a r
ALPE'NDRE	a l - p e n - d r e
ALPE'RCE	a l - p e r - c e
ALPE'STRE	a l - p e s - t r e
ALPINI'SMO	a l - p i - n i s - m o
ALPINI'STA	a l - p i - n i s - t a
ALPI'NO	a l - p i - n o
ALPI'STA	a l - p i s - t a
ALPI'STE	a l - p i s - t e
ALPISTE'IRO	a l - p i s - t e i - r o
ALQUEIRA'R	a l - q u e i - r a r
ALQUE'IRE	a l - q u e i - r e
ALQUEIRÃ'O	a l - q u e i - r ã o
ALQUIMI'A	a l - q u i - m i - a
ALQUIMIA'R	a l - q u i - m i a r
ALQUÍ'MICO	a l - q u í - m i - c o
ALSACIA'NO	a l - s a - c i - a - n o
A'LTA	a l - t a
ALTA'R	a l - t a r
ALTE'R	a l - t e r
ALTERABILIDA'DE	a l - t e - r a - b i - l i - d a - d e
ALTERADO'R	a l - t e - r a - d o r
ALTERA'NTE	a l - t e - r a n - t e
ALTERA'R	a l - t e - r a r
ALTERAÇÃ'O	a l - t e - r a - ç ã o
ALTE'RNA	a l - t e r - n a
ALTERNA'DO	a l - t e r - n a - d o
ALTERNADO'R	a l - t e r - n a - d o r
ALTERNA'NTE	a l - t e r - n a n - t e
ALTERNA'R	a l - t e r - n a r
ALTERNATI'VA	a l - t e r - n a - t i - v a
ALTERNATI'VO	a l - t e r - n a - t i - v o
ALTE'RNO	a l - t e r - n o
ALTERNÂ'NCIA	a l - t e r - n â n - c i a
ALTERO'SO	a l - t e - r o - s o
ALTERÁ'VEL	a l - t e - r á - v e l
ALTE'ZA	a l - t e - z a
ALTIFALA'NTE	a l - t i - f a - l a n - t e
ALTIPLA'NO	a l - t i - p l a - n o
ALTI'STA	a l - t i s - t a
ALTITU'DE	a l - t i - t u - d e
ALTIVE'Z	a l - t i - v e z
ALTI'VO	a l - t i - v o
A'LTO	a l - t o
A'LTOS	a l - t o s
ALTRUÍ'SMO	a l - t r u - í s - m o
ALTRUÍ'STA	a l - t r u - í s - t a
ALTRUÍ'STICO	a l - t r u - í s - t i - c o
ALTU'RA	a l - t u - r a
ALTÍ'METRO	a l - t í - m e - t r o
ALUADAME'NTE	a - l u - a - d a - m e n - t e
ALUA'R	a - l u - a r
ALUCINA'NTE	a - l u - c i - n a n - t e
ALUCINA'R	a - l u - c i - n a r
ALUCINATÓ'RIO	a - l u - c i - n a - t ó - r i o
ALUCINOGÉ'NO	a - l u - c i - n o - g é - n o
ALUDI'R	a - l u - d i r
ALUGADO'R	a - l u - g a - d o r
ALUGA'R	a - l u - g a r
ALUGUE'R	a - l u - g u e r
ALUI'R	a - l u - i r
ALUMIA'R	a - l u - m i - a r
ALUMINA'TO	a - l u - m i - n a - t o
ALUMÍ'NIO	a - l u - m í - n i o
ALUNA'GEM	a - l u - n a - g e m
ALUNA'R	a - l u - n a r
ALU'NO	a - l u - n o
ALUSI'VO	a - l u - s i - v o
ALUSÃ'O	a - l u - s ã o
ALUVIA'L	a - l u - v i - a l
ALUVIA'R	a - l u - v i - a r
ALUVIONA'R	a - l u - v i - o - n a r
ALUVIÃ'O	a - l u - v i - ã o
A'LVA	a l - v a
ALVA'RES	a l - v a - r e s
ALVARI'NHO	a l - v a - r i - n h o
ALVARÁ'	a l - v a - r á
