A	a
AFORMOSEAR	a f o r m o s e a ' r
AFORQUILHAR	a f o r q u i l h a ' r
AFORRAR	a f o r r a ' r
AFORRO	a f o ' r r o
AFORTALEZAR	a f o r t a l e z a ' r
AFORTUNAR	a f o r t u n a ' r
AFORÍSTICO	a f o r í ' s t i c o
AFRACAR	a f r a c a ' r
AFRANCESAR	a f r a n c e s a ' r
AFRANZINAR	a f r a n z i n a ' r
AFRECHAR	a f r e c h a ' r
AFREGUESAR	a f r e g u e s a ' r
AFRETAR	a f r e t a ' r
AFRICANAR	a f r i c a n a ' r
AFRICANAS	a f r i c a ' n a s
AFRICANIZAR	a f r i c a n i z a ' r
AFRICANO	a f r i c a ' n o
AFRICÂNDER	a f r i c â ' n d e r
AFRO	a ' f r o
AFRODISIA	a f r o d i s i ' a
AFRODISÍACO	a f r o d i s í ' a c o
AFRODITA	a f r o d i ' t a
AFROIXAMENTO	a f r o i x a m e ' n t o
AFRONHAR	a f r o n h a ' r
AFRONTA	a f r o ' n t a
AFRONTADIÇO	a f r o n t a d i ' ç o
AFRONTADOR	a f r o n t a d o ' r
AFRONTAR	a f r o n t a ' r
AFRONTOSO	a f r o n t o ' s o
AFROUXAR	a f r o u x a ' r
AFTA	a ' f t a
AFUGENTAR	a f u g e n t a ' r
AFUMADURA	a f u m a d u ' r a
AFUMAR	a f u m a ' r
AFUNDAR	a f u n d a ' r
AFUNILAR	a f u n i l a ' r
AFUSELADO	a f u s e l a ' d o
AFÁSICO	a f á ' s i c o
AFÁVEL	a f á ' v e l
AFÃ	a f ã '
AFÉLIO	a f é ' l i o
AFÔNICO	a f ô ' n i c o
AGACHAR	a g a c h a ' r
AGAIATAR	a g a i a t a ' r
AGARGALADO	a g a r g a l a ' d o
AGAROTAR	a g a r o t a ' r
AGARRA	a g a ' r r a
AGARRAR	a g a r r a ' r
AGASALHAR	a g a s a l h a ' r
AGASALHO	a g a s a ' l h o
AGASTAR	a g a s t a ' r
AGEMADO	a g e m a ' d o
AGENCIAR	a g e n c i a ' r
AGENDA	a g e ' n d a
AGENDAR	a g e n d a ' r
AGENTE	a g e ' n t e
AGIGANTAR	a g i g a n t a ' r
AGILIDADE	a g i l i d a ' d e
AGILIZAR	a g i l i z a ' r
AGIOTA	a g i o ' t a
AGIOTAGEM	a g i o t a ' g e m
AGIOTAR	a g i o t a ' r
AGIR	a g i ' r
AGITABILIDADE	a g i t a b i l i d a ' d e
AGITADIÇO	a g i t a d i ' ç o
AGITADOR	a g i t a d o ' r
AGITANTE	a g i t a ' n t e
AGITAR	a g i t a ' r
AGLOMERADA	a g l o m e r a ' d a
AGLOMERADO	a g l o m e r a ' d o
AGLOMERAR	a g l o m e r a ' r
AGLUTINANTE	a g l u t i n a ' n t e
AGLUTINAR	a g l u t i n a ' r
AGLUTINATIVO	a g l u t i n a t i ' v o
AGLUTINAÇÃO	a g l u t i n a ç ã ' o
AGNOSTICISMO	a g n o s t i c i ' s m o
AGNÓSTICO	a g n ó ' s t i c o
AGOIRAR	a g o i r a ' r
AGOIREIRO	a g o i r e ' i r o
AGOIRENTO	a g o i r e ' n t o
AGOIRO	a g o i ' r o
AGONIA	a g o n i ' a
AGONIANTE	a g o n i a ' n t e
AGONIAR	a g o n i a ' r
AGONIZANTE	a g o n i z a ' n t e
AGONIZAR	a g o n i z a ' r
AGONÍSTICA	a g o n í ' s t i c a
AGORA	a g o ' r a
AGORAFOBIA	a g o r a f o b i ' a
AGORINHA	a g o r i ' n h a
AGOSTEIRO	a g o s t e ' i r o
AGOSTINIANO	a g o s t i n i a ' n o
AGOURAR	a g o u r a ' r
AGOUREIRO	a g o u r e ' i r o
AGOURENTAR	a g o u r e n t a ' r
AGOURENTO	a g o u r e ' n t o
AGOURO	a g o u ' r o
AGRACIAR	a g r a c i a ' r
AGRADAR	a g r a d a ' r
AGRADECER	a g r a d e c e ' r
AGRADECIDO	a g r a d e c i ' d o
AGRADO	a g r a ' d o
AGRADÁVEL	a g r a d á ' v e l
AGRAFADOR	a g r a f a d o ' r
AGRAFAR	a g r a f a ' r
AGRAFIA	a g r a f i ' a
AGRAFO	a g r a ' f o
AGRAVANTE	a g r a v a ' n t e
AGRAVAR	a g r a v a ' r
AGRAVATIVO	a g r a v a t i ' v o
AGRAVATÓRIO	a g r a v a t ó ' r i o
AGRAVO	a g r a ' v o
AGRE	a ' g r e
AGREDIR	a g r e d i ' r
AGREGADO	a g r e g a ' d o
AGREGAR	a g r e g a ' r
AGREGATIVO	a g r e g a t i ' v o
AGREMIAÇÃO	a g r e m i a ç ã ' o
AGRESSIVO	a g r e s s i ' v o
AGRESSOR	a g r e s s o ' r
AGRESSÃO	a g r e s s ã ' o
AGRESTE	a g r e ' s t e
AGRIAL	a g r i a ' l
AGRICULTAR	a g r i c u l t a ' r
AGRICULTURA	a g r i c u l t u ' r a
AGRIDOCE	a g r i d o ' c e
AGRILHOAR	a g r i l h o a ' r
AGRIMENSAR	a g r i m e n s a ' r
AGRIMENSOR	a g r i m e n s o ' r
AGRIMENSURA	a g r i m e n s u ' r a
AGRIMENSÃO	a g r i m e n s ã ' o
AGRISALHAR	a g r i s a l h a ' r
AGRIÃO	a g r i ã ' o
AGRO	a ' g r o
AGROGRAFIA	a g r o g r a f i ' a
AGROLOGIA	a g r o l o g i ' a
AGROMANIA	a g r o m a n i ' a
AGRONOMIA	a g r o n o m i ' a
AGROPECUÁRIA	a g r o p e c u á ' r i a
AGROPECUÁRIO	a g r o p e c u á ' r i o
AGROR	a g r o ' r
AGROSSEIRADO	a g r o s s e i r a ' d o
AGRUPAR	a g r u p a ' r
AGRURA	a g r u ' r a
AGRÁRIO	a g r á ' r i o
AGRÔNOMO	a g r ô ' n o m o
AGUACEIRO	a g u a c e ' i r o
AGUADA	a g u a ' d a
AGUAR	a g u a ' r
AGUARDAR	a g u a r d a ' r
AGUARDENTE	a g u a r d e ' n t e
AGUARDENTEIRO	a g u a r d e n t e ' i r o
AGUARDENTOSO	a g u a r d e n t o ' s o
AGUARELA	a g u a r e ' l a
AGUARELAR	a g u a r e l a ' r
AGUARELISTA	a g u a r e l i ' s t a
AGUARRÁS	a g u a r r á ' s
AGUAÇA	a g u a ' ç a
AGUAÇAL	a g u a ç a ' l
AGUDEZ	a g u d e ' z
AGUDEZA	a g u d e ' z a
AGUDIZAR	a g u d i z a ' r
AGUDO	a g u ' d o
AGUENTAR	a g u e n t a ' r
AGUERRIDO	a g u e r r i ' d o
AGUERRILHAR	a g u e r r i l h a ' r
AGUERRIR	a g u e r r i ' r
AGUILHAR	a g u i l h a ' r
AGUILHOADA	a g u i l h o a ' d a
AGUILHOADELA	a g u i l h o a d e ' l a
AGUILHOAR	a g u i l h o a ' r
AGUILHÃO	a g u i l h ã ' o
AGUISAR	a g u i s a ' r
AGUITARRAR	a g u i t a r r a ' r
AGULHA	a g u ' l h a
AGULHADA	a g u l h a ' d a
AGULHAGEM	a g u l h a ' g e m
AGULHAR	a g u l h a ' r
AGULHEADO	a g u l h e a ' d o
AGULHEIRO	a g u l h e ' i r o
AGULHETA	a g u l h e ' t a
AGUÇA	a g u ' ç a
AGUÇADEIRA	a g u ç a d e ' i r a
AGUÇADOR	a g u ç a d o ' r
AGUÇADURA	a g u ç a d u ' r a
AGUÇAR	a g u ç a ' r
AGUÇO	a g u ' ç o
AGÊNCIA	a g ê ' n c i a
AH	a h
AI	a i
AINDA	a i ' n d a
AIPO	a ' i p o
AIROSO	a i r o ' s o
AJANOTAR	a j a n o t a ' r
AJANTARADO	a j a n t a r a ' d o
AJARDINAR	a j a r d i n a ' r
AJAULADO	a j a u l a ' d o
AJEITAR	a j e i t a ' r
AJOELHAR	a j o e l h a ' r
AJORNALAR	a j o r n a l a ' r
AJOUJAR	a j o u j a ' r
AJOUJO	a j o ' u j o
AJUDA	a j u ' d a
AJUDADA	a j u d a ' d a
AJUDANTE	a j u d a ' n t e
AJUDAR	a j u d a ' r
AJUIZAR	a j u i z a ' r
AJUMENTADO	a j u m e n t a ' d o
AJUNTA	a j u ' n t a
AJUNTADOR	a j u n t a d o ' r
AJUNTADOURO	a j u n t a d o ' u r o
AJUNTAR	a j u n t a ' r
AJURAMENTAR	a j u r a m e n t a ' r
AJUSTADOR	a j u s t a d o ' r
AJUSTAR	a j u s t a ' r
AJUSTE	a j u ' s t e
AJUSTIÇAR	a j u s t i ç a ' r
ALA	a ' l a
ALABASTRO	a l a b a ' s t r o
ALACAIAR	a l a c a i a ' r
ALACRIDADE	a l a c r i d a ' d e
ALAGADIÇO	a l a g a d i ' ç o
ALAGAR	a l a g a ' r
ALAGARTADO	a l a g a r t a ' d o
ALAMBIQUE	a l a m b i ' q u e
ALAMEDA	a l a m e ' d a
ALANINA	a l a n i ' n a
ALAPAR	a l a p a ' r
ALAR	a l a ' r
ALARANJAR	a l a r a n j a ' r
ALARDE	a l a ' r d e
ALARDEAR	a l a r d e a ' r
ALARDO	a l a ' r d o
ALARGAR	a l a r g a ' r
ALARIDO	a l a r i ' d o
ALARMA	a l a ' r m a
ALARMANTE	a l a r m a ' n t e
ALARMAR	a l a r m a ' r
ALARME	a l a ' r m e
ALARVADO	a l a r v a ' d o
ALARVE	a l a ' r v e
ALASTRADEIRA	a l a s t r a d e ' i r a
ALASTRAR	a l a s t r a ' r
ALAVANCA	a l a v a ' n c a
ALAÚDE	a l a ú ' d e
ALBA	a ' l b a
ALBANO	a l b a ' n o
ALBANÊS	a l b a n ê ' s
ALBARDA	a l b a ' r d a
ALBARDAR	a l b a r d a ' r
ALBARDEIRO	a l b a r d e ' i r o
ALBATROZ	a l b a t r o ' z
ALBEDO	a l b e ' d o
ALBERGAR	a l b e r g a ' r
ALBERGARIA	a l b e r g a r i ' a
ALBERGUE	a l b e ' r g u e
ALBERGUEIRO	a l b e r g u e ' i r o
ALBICASTRENSE	a l b i c a s t r e ' n s e
ALBINISMO	a l b i n i ' s m o
ALBINO	a l b i ' n o
ALBUFEIRA	a l b u f e ' i r a
ALBUFEIRAR	a l b u f e i r a ' r
ALBUGÍNEA	a l b u g í ' n e a
ALBUMINA	a l b u m i ' n a
ALBUMINAR	a l b u m i n a ' r
ALBUMINOSO	a l b u m i n o ' s o
ALBÚMEN	a l b ú ' m e n
ALCACHOFRA	a l c a c h o ' f r a
ALCAIDE	a l c a ' i d e
ALCAIOTAR	a l c a i o t a ' r
ALCALINIZAR	a l c a l i n i z a ' r
ALCALINO	a l c a l i ' n o
ALCANCE	a l c a ' n c e
ALCANTIL	a l c a n t i ' l
ALCANTILADO	a l c a n t i l a ' d o
ALCANÇAR	a l c a n ç a ' r
ALCANÇO	a l c a ' n ç o
ALCATEIA	a l c a t e ' i a
ALCATIFAR	a l c a t i f a ' r
ALCATRAZ	a l c a t r a ' z
ALCATROAR	a l c a t r o a ' r
ALCATRÃO	a l c a t r ã ' o
ALCE	a ' l c e
ALCOBACENSE	a l c o b a c e ' n s e
ALCOFA	a l c o ' f a
ALCOFAR	a l c o f a ' r
ALCOOLEMIA	a l c o o l e m i ' a
ALCOOLIFICAR	a l c o o l i f i c a ' r
ALCOOLISMO	a l c o o l i ' s m o
ALCOOLIZAR	a l c o o l i z a ' r
ALCOOLOMETRIA	a l c o o l o m e t r i ' a
ALCOOLÔMETRO	a l c o o l ô ' m e t r o
ALCORÂNICO	a l c o r â ' n i c o
ALCOVA	a l c o ' v a
ALCOVITEIRO	a l c o v i t e ' i r o
ALCOÓLICO	a l c o ó ' l i c o
ALCUNHA	a l c u ' n h a
ALCUNHAR	a l c u n h a ' r
ALCUNHO	a l c u ' n h o
ALCÁCER	a l c á ' c e r
ALCÁÇOVA	a l c á ' ç o v a
ALDEAMENTO	a l d e a m e ' n t o
ALDEIA	a l d e ' i a
ALDEOLA	a l d e o ' l a
ALDEOTA	a l d e o ' t a
ALDEÃO	a l d e ã ' o
ALDEÍDO	a l d e í ' d o
ALDRABADA	a l d r a b a ' d a
ALDRABAR	a l d r a b a ' r
ALDRABEIRO	a l d r a b e ' i r o
ALDRABICE	a l d r a b i ' c e
ALDRABÃO	a l d r a b ã ' o
ALEATÓRIO	a l e a t ó ' r i o
ALECRIM	a l e c r i ' m
ALEGADO	a l e g a ' d o
ALEGANTE	a l e g a ' n t e
ALEGAR	a l e g a ' r
ALEGORIA	a l e g o r i ' a
ALEGORIZAR	a l e g o r i z a ' r
ALEGRAR	a l e g r a ' r
ALEGRE	a l e ' g r e
ALEGRENSE	a l e g r e ' n s e
ALEGRIA	a l e g r i ' a
ALEGRO	a l e ' g r o
ALEGROTE	a l e g r o ' t e
ALEGRÃO	a l e g r ã ' o
ALEGÓRICO	a l e g ó ' r i c o
ALEIJAR	a l e i j a ' r
ALEITAR	a l e i t a ' r
ALELUIA	a l e l u ' i a
ALEMÂNICO	a l e m â ' n i c o
ALEMÃO	a l e m ã ' o
ALENTAR	a l e n t a ' r
ALENTEJANO	a l e n t e j a ' n o
ALENTO	a l e ' n t o
ALERGIA	a l e r g i ' a
ALERTA	a l e ' r t a
ALERTAR	a l e r t a ' r
ALESMAR	a l e s m a ' r
ALETRIA	a l e t r i ' a
ALEVANTAR	a l e v a n t a ' r
ALEVANTE	a l e v a ' n t e
ALEXANDRINO	a l e x a n d r i ' n o
ALEXIA	a l e x i ' a
ALEXÍACO	a l e x í ' a c o
ALFA	a ' l f a
ALFABETAR	a l f a b e t a ' r
ALFABETISMO	a l f a b e t i ' s m o
ALFABETIZAR	a l f a b e t i z a ' r
ALFABETO	a l f a b e ' t o
ALFABETÁRIO	a l f a b e t á ' r i o
ALFABÉTICO	a l f a b é ' t i c o
ALFACE	a l f a ' c e
ALFACINHA	a l f a c i ' n h a
ALFAIA	a l f a ' i a
ALFAIAR	a l f a i a ' r
ALFAIATAR	a l f a i a t a ' r
ALFAIATARIA	a l f a i a t a r i ' a
ALFAIATE	a l f a i a ' t e
ALFAMA	a l f a ' m a
ALFAMENSE	a l f a m e ' n s e
ALFANDEGAR	a l f a n d e g a ' r
ALFANDEGÁRIO	a l f a n d e g á ' r i o
ALFANUMÉRICO	a l f a n u m é ' r i c o
ALFARRABISTA	a l f a r r a b i ' s t a
ALFARROBA	a l f a r r o ' b a
ALFARROBAL	a l f a r r o b a ' l
ALFARROBAR	a l f a r r o b a ' r
ALFARROBEIRA	a l f a r r o b e ' i r a
ALFARRÁBIO	a l f a r r á ' b i o
ALFAZEMA	a l f a z e ' m a
ALFAZEMAR	a l f a z e m a ' r
ALFENA	a l f e ' n a
ALFERES	a l f e ' r e s
ALFINETADA	a l f i n e t a ' d a
ALFINETAR	a l f i n e t a ' r
ALFINETE	a l f i n e ' t e
ALFINETEIRA	a l f i n e t e ' i r a
ALFORGE	a l f o ' r g e
ALFORJADA	a l f o r j a ' d a
ALFORJAR	a l f o r j a ' r
ALFORRAR	a l f o r r a ' r
ALFORRECA	a l f o r r e ' c a
ALFÂNDEGA	a l f â ' n d e g a
ALGA	a ' l g a
ALGALIAR	a l g a l i a ' r
ALGARAVIADA	a l g a r a v i a ' d a
ALGARISMO	a l g a r i ' s m o
ALGARVIO	a l g a r v i ' o
ALGAZARRA	a l g a z a ' r r a
ALGAZARRAR	a l g a z a r r a ' r
ALGEBRICAMENTE	a l g e b r i c a m e ' n t e
ALGEBRIZAR	a l g e b r i z a ' r
ALGEMA	a l g e ' m a
ALGEMAR	a l g e m a ' r
ALGIBEIRA	a l g i b e ' i r a
ALGO	a ' l g o
ALGODÃO	a l g o d ã ' o
ALGORITMIA	a l g o r i t m i ' a
ALGORITMO	a l g o r i ' t m o
ALGORÍTMICO	a l g o r í ' t m i c o
ALGOZ	a l g o ' z
ALGUIDAR	a l g u i d a ' r
ALGUM	a l g u ' m
ALGURES	a l g u ' r e s
ALGUÉM	a l g u é ' m
ALGÁLIA	a l g á ' l i a
ALGÉBRICO	a l g é ' b r i c o
ALHADA	a l h a ' d a
ALHEAMENTO	a l h e a m e ' n t o
ALHEAR	a l h e a ' r
ALHEIO	a l h e ' i o
ALHEIRA	a l h e ' i r a
ALHEIRO	a l h e ' i r o
ALHEÁVEL	a l h e á ' v e l
ALHO	a ' l h o
ALI	a l i '
ALIANÇA	a l i a ' n ç a
ALIAR	a l i a ' r
ALIBILIDADE	a l i b i l i d a ' d e
ALICATE	a l i c a ' t e
ALICERCE	a l i c e ' r c e
ALICERÇAR	a l i c e r ç a ' r
ALICIADOR	a l i c i a d o ' r
ALICIANTE	a l i c i a ' n t e
ALICIAR	a l i c i a ' r
ALIENABILIDADE	a l i e n a b i l i d a ' d e
ALIENANTE	a l i e n a ' n t e
ALIENAR	a l i e n a ' r
ALIENATÁRIO	a l i e n a t á ' r i o
ALIENATÓRIO	a l i e n a t ó ' r i o
ALIENISMO	a l i e n i ' s m o
ALIENISTA	a l i e n i ' s t a
ALIENÍGENA	a l i e n í ' g e n a
ALIGEIRAR	a l i g e i r a ' r
ALIJAR	a l i j a ' r
ALIMENTADOR	a l i m e n t a d o ' r
ALIMENTAR	a l i m e n t a ' r
ALIMENTIVIDADE	a l i m e n t i v i d a ' d e
ALIMENTO	a l i m e ' n t o
ALIMENTOSO	a l i m e n t o ' s o
ALIMENTÍCIO	a l i m e n t í ' c i o
ALIMPAR	a l i m p a ' r
ALINDAR	a l i n d a ' r
ALINHAR	a l i n h a ' r
ALINHAVAR	a l i n h a v a ' r
ALINHAVO	a l i n h a ' v o
ALISAR	a l i s a ' r
ALISTAR	a l i s t a ' r
ALIVIAR	a l i v i a ' r
ALIÁS	a l i á ' s
ALJOFRAR	a l j o f r a ' r
ALJUBARROTENSE	a l j u b a r r o t e ' n s e
ALMA	a ' l m a
ALMANAQUE	a l m a n a ' q u e
ALMAÇO	a l m a ' ç o
ALMEJANTE	a l m e j a ' n t e
ALMEJAR	a l m e j a ' r
ALMEJO	a l m e ' j o
ALMINHAS	a l m i ' n h a s
ALMIRANTA	a l m i r a ' n t a
ALMIRANTADO	a l m i r a n t a ' d o
ALMIRANTE	a l m i r a ' n t e
ALMISCARAR	a l m i s c a r a ' r
ALMISCAREIRO	a l m i s c a r e ' i r o
ALMOCREVAR	a l m o c r e v a ' r
ALMOCREVE	a l m o c r e ' v e
ALMOFADA	a l m o f a ' d a
ALMOFADAR	a l m o f a d a ' r
ALMOFADILHA	a l m o f a d i ' l h a
ALMOFADÃO	a l m o f a d ã ' o
ALMOFARIZ	a l m o f a r i ' z
ALMOÇAR	a l m o ç a ' r
ALMOÇO	a l m o ' ç o
ALMUDE	a l m u ' d e
ALMÍSCAR	a l m í ' s c a r
ALMÔNDEGA	a l m ô ' n d e g a
ALOCAR	a l o c a ' r
ALOCUÇÃO	a l o c u ç ã ' o
ALOGAMIA	a l o g a m i ' a
ALOJAR	a l o j a ' r
ALOJO	a l o ' j o
ALOMBAR	a l o m b a ' r
ALONGAR	a l o n g a ' r
ALOUCAR	a l o u c a ' r
ALOURAR	a l o u r a ' r
ALOUSAR	a l o u s a ' r
ALPACA	a l p a ' c a
ALPARCA	a l p a ' r c a
ALPENDRADO	a l p e n d r a ' d o
ALPENDRAR	a l p e n d r a ' r
ALPENDRE	a l p e ' n d r e
ALPERCE	a l p e ' r c e
ALPESTRE	a l p e ' s t r e
ALPINISMO	a l p i n i ' s m o
ALPINISTA	a l p i n i ' s t a
ALPINO	a l p i ' n o
ALPISTA	a l p i ' s t a
ALPISTE	a l p i ' s t e
ALPISTEIRO	a l p i s t e ' i r o
ALQUEIRAR	a l q u e i r a ' r
ALQUEIRE	a l q u e ' i r e
ALQUEIRÃO	a l q u e i r ã ' o
ALQUIMIA	a l q u i m i ' a
ALQUIMIAR	a l q u i m i a ' r
ALQUÍMICO	a l q u í ' m i c o
ALSACIANO	a l s a c i a ' n o
ALTA	a ' l t a
ALTAR	a l t a ' r
ALTER	a l t e ' r
ALTERABILIDADE	a l t e r a b i l i d a ' d e
ALTERADOR	a l t e r a d o ' r
ALTERANTE	a l t e r a ' n t e
ALTERAR	a l t e r a ' r
ALTERAÇÃO	a l t e r a ç ã ' o
ALTERNA	a l t e ' r n a
ALTERNADO	a l t e r n a ' d o
ALTERNADOR	a l t e r n a d o ' r
ALTERNANTE	a l t e r n a ' n t e
ALTERNAR	a l t e r n a ' r
ALTERNATIVA	a l t e r n a t i ' v a
ALTERNATIVO	a l t e r n a t i ' v o
ALTERNO	a l t e ' r n o
ALTERNÂNCIA	a l t e r n â ' n c i a
ALTEROSO	a l t e r o ' s o
ALTERÁVEL	a l t e r á ' v e l
ALTEZA	a l t e ' z a
ALTIFALANTE	a l t i f a l a ' n t e
ALTIPLANO	a l t i p l a ' n o
ALTISTA	a l t i ' s t a
ALTITUDE	a l t i t u ' d e
ALTIVEZ	a l t i v e ' z
ALTIVO	a l t i ' v o
ALTO	a ' l t o
ALTOS	a ' l t o s
ALTRUÍSMO	a l t r u í ' s m o
ALTRUÍSTA	a l t r u í ' s t a
ALTRUÍSTICO	a l t r u í ' s t i c o
ALTURA	a l t u ' r a
ALTÍMETRO	a l t í ' m e t r o
ALUADAMENTE	a l u a d a m e ' n t e
ALUAR	a l u a ' r
ALUCINANTE	a l u c i n a ' n t e
ALUCINAR	a l u c i n a ' r
ALUCINATÓRIO	a l u c i n a t ó ' r i o
ALUCINOGÉNO	a l u c i n o g é ' n o
ALUDIR	a l u d i ' r
ALUGADOR	a l u g a d o ' r
ALUGAR	a l u g a ' r
ALUGUER	a l u g u e ' r
ALUIR	a l u i ' r
ALUMIAR	a l u m i a ' r
ALUMINATO	a l u m i n a ' t o
ALUMÍNIO	a l u m í ' n i o
ALUNAGEM	a l u n a ' g e m
ALUNAR	a l u n a ' r
ALUNO	a l u ' n o
ALUSIVO	a l u s i ' v o
ALUSÃO	a l u s ã ' o
ALUVIAL	a l u v i a ' l
ALUVIAR	a l u v i a ' r
ALUVIONAR	a l u v i o n a ' r
ALUVIÃO	a l u v i ã ' o
ALVA	a ' l v a
ALVARES	a l v a ' r e s
ALVARINHO	a l v a r i ' n h o
ALVARÁ	a l v a r á '
ALVEJANTE	a l v e j a ' n t e
ALVEJAR	a l v e j a ' r
ALVENARIA	a l v e n a r i ' a
ALVEOLAR	a l v e o l a ' r
ALVISSARAR	a l v i s s a r a ' r
ALVITRAR	a l v i t r a ' r
ALVO	a ' l v o
ALVOR	a l v o ' r
ALVORADA	a l v o r a ' d a
ALVORAR	a l v o r a ' r
ALVORAÇAR	a l v o r a ç a ' r
ALVORECER	a l v o r e c e ' r
ALVOREDO	a l v o r e ' d o
ALVOROÇANTE	a l v o r o ç a ' n t e
ALVOROÇAR	a l v o r o ç a ' r
ALVOROÇO	a l v o r o ' ç o
ALVURA	a l v u ' r a
ALVÉOLA	a l v é ' o l a
ALVÉOLO	a l v é ' o l o
ALVÍSSARAS	a l v í ' s s a r a s
ALÇA	a ' l ç a
ALÇADA	a l ç a ' d a
ALÇADEIRA	a l ç a d e ' i r a
ALÇADURA	a l ç a d u ' r a
ALÇAPÃO	a l ç a p ã ' o
ALÇAR	a l ç a ' r
ALÉM	a l é ' m
ALÉRGICO	a l é ' r g i c o
ALÉXICO	a l é ' x i c o
ALÍNEA	a l í ' n e a
ALÍSIO	a l í ' s i o
ALÍVIO	a l í ' v i o
ALÔ	a l ô '
AMA	a ' m a
AMABILIDADE	a m a b i l i d a ' d e
AMACACAR	a m a c a c a ' r
AMACHUCADELA	a m a c h u c a d e ' l a
AMACHUCAR	a m a c h u c a ' r
AMACIAR	a m a c i a ' r
AMADOR	a m a d o ' r
AMADORENSE	a m a d o r e ' n s e
AMADORISMO	a m a d o r i ' s m o
AMADRINHAR	a m a d r i n h a ' r
AMADURECER	a m a d u r e c e ' r
AMAINAR	a m a i n a ' r
AMALANDRAR	a m a l a n d r a ' r
AMALDIÇOAR	a m a l d i ç o a ' r
AMALGAMAR	a m a l g a m a ' r
AMALGAMENTO	a m a l g a m e ' n t o
AMALUCAR	a m a l u c a ' r
AMAMENTAR	a m a m e n t a ' r
AMANCEBADO	a m a n c e b a ' d o
AMANHAR	a m a n h a ' r
AMANHECER	a m a n h e c e ' r
AMANHECIDA	a m a n h e c i ' d a
AMANHO	a m a ' n h o
AMANHÃ	a m a n h ã '
AMANSAR	a m a n s a ' r
AMANSIA	a m a n s i ' a
AMANTE	a m a ' n t e
AMANTEIGADO	a m a n t e i g a ' d o
AMAR	a m a ' r
AMARAGEM	a m a r a ' g e m
AMARAR	a m a r a ' r
AMARELA	a m a r e ' l a
AMARELADO	a m a r e l a ' d o
AMARELAR	a m a r e l a ' r
AMARELECER	a m a r e l e c e ' r
AMARELO	a m a r e ' l o
AMARFANHAR	a m a r f a n h a ' r
AMARGAR	a m a r g a ' r
AMARGO	a m a ' r g o
AMARGOR	a m a r g o ' r
AMARGURA	a m a r g u ' r a
AMARGURADAMENTE	a m a r g u r a d a m e ' n t e
AMARGURAR	a m a r g u r a ' r
AMARICAR	a m a r i c a ' r
AMAROTADO	a m a r o t a ' d o
AMARRA	a m a ' r r a
AMARRADOR	a m a r r a d o ' r
AMARRADURA	a m a r r a d u ' r a
AMARRAR	a m a r r a ' r
AMARROTAR	a m a r r o t a ' r
AMARTELAR	a m a r t e l a ' r
AMARUJAR	a m a r u j a ' r
AMASSADEIRA	a m a s s a d e ' i r a
AMASSADELA	a m a s s a d e ' l a
AMASSADURA	a m a s s a d u ' r a
AMASSAR	a m a s s a ' r
AMATÓRIO	a m a t ó ' r i o
AMAZELAR	a m a z e l a ' r
AMAZONA	a m a z o ' n a
AMAZONENSE	a m a z o n e ' n s e
AMAZÔNICO	a m a z ô ' n i c o
AMBAS	a ' m b a s
AMBICIONAR	a m b i c i o n a ' r
AMBICIOSO	a m b i c i o ' s o
AMBIDEXTRO	a m b i d e ' x t r o
AMBIENTAL	a m b i e n t a ' l
AMBIENTAR	a m b i e n t a ' r
AMBIENTE	a m b i e ' n t e
AMBIGUAMENTE	a m b i g u a m e ' n t e
AMBIGUIDADE	a m b i g u i d a ' d e
AMBIÇÃO	a m b i ç ã ' o
AMBIÊNCIA	a m b i ê ' n c i a
AMBOS	a ' m b o s
AMBROSIANO	a m b r o s i a ' n o
AMBRÓSIA	a m b r ó ' s i a
AMBULACRÁRIO	a m b u l a c r á ' r i o
AMBULANTE	a m b u l a ' n t e
AMBULATIVO	a m b u l a t i ' v o
AMBULATÓRIO	a m b u l a t ó ' r i o
AMBULÂNCIA	a m b u l â ' n c i a
AMBÍGUO	a m b í ' g u o
AMEALHAR	a m e a l h a ' r
AMEAR	a m e a ' r
AMEAÇA	a m e a ' ç a
AMEAÇADOR	a m e a ç a d o ' r
AMEAÇANTE	a m e a ç a ' n t e
AMEAÇAR	a m e a ç a ' r
AMEBA	a m e ' b a
AMEDALHAR	a m e d a l h a ' r
AMEDRONTADOR	a m e d r o n t a d o ' r
AMEDRONTAR	a m e d r o n t a ' r
AMEIA	a m e ' i a
AMEIGAR	a m e i g a ' r
AMEIJOADA	a m e i j o a ' d a
AMEIJOAR	a m e i j o a ' r
AMEIJOEIRA	a m e i j o e ' i r a
AMEIXA	a m e ' i x a
AMEIXEIRA	a m e i x e ' i r a
AMEIXIAL	a m e i x i a ' l
AMEIXIEIRA	a m e i x i e ' i r a
AMEIXOAL	a m e i x o a ' l
AMEIXOEIRA	a m e i x o e ' i r a
AMELADO	a m e l a ' d o
AMELOADO	a m e l o a ' d o
AMEMBRANADO	a m e m b r a n a ' d o
AMENDOADA	a m e n d o a ' d a
AMENDOADO	a m e n d o a ' d o
AMENDOAL	a m e n d o a ' l
AMENDOEIRA	a m e n d o e ' i r a
AMENDOIM	a m e n d o i ' m
AMENINAR	a m e n i n a ' r
AMENIZAR	a m e n i z a ' r
AMENO	a m e ' n o
AMERICANA	a m e r i c a ' n a
AMERICANADA	a m e r i c a n a ' d a
AMERICANICE	a m e r i c a n i ' c e
