A	a
AFOLA'R	a f o l a X
AFOLHA'R	a f o L a X
AFONI'A	a f o n i a
AFO'NO	a f o~ n u
AFONSI'NO	a f o~ s i~ n u
AFO'RA	a f O r a
AFORA'R	a f o r a X
AFORI'SMO	a f o r i z m u
AFORMOSEA'R	a f o R m o z e a X
AFORQUILHA'R	a f o X k i L a X
AFORRA'R	a f o R a X
AFO'RRO	a f o R u
AFORTALEZA'R	a f o X t a l e z a X
AFORTUNA'R	a f o X t u~ n a X
AFORÍ'STICO	a f o r i s tS i k u
AFRACA'R	a f r a k a X
AFRANCESA'R	a f r a~ s e z a X
AFRANZINA'R	a f r a~ z i~ n a X
AFRECHA'R	a f r e S a X
AFREGUESA'R	a f r e g e z a X
AFRETA'R	a f r e t a X
AFRICANA'R	a f r i k a n a X
AFRICA'NAS	a f r i k a~ n a js
AFRICANIZA'R	a f r i k a n i z a X
AFRICA'NO	a f r i k a~ n u
AFRICÂ'NDER	a f r i k a~ d e X
A'FRO	a f r u
AFRODISI'A	a f r o dZ i z i a
AFRODISÍ'ACO	a f r o dZ i z i a k u
AFRODI'TA	a f r o dZ i t a
AFROIXAME'NTO	a f r o j S a m e~ t u
AFRONHA'R	a f r o J a X
AFRO'NTA	a f r o~ t a
AFRONTADI'ÇO	a f r o~ t a dZ i s u
AFRONTADO'R	a f r o~ t a d o X
AFRONTA'R	a f r o~ t a X
AFRONTO'SO	a f r o~ t o z u
AFROUXA'R	a f r ow S a X
A'FTA	a f t a
AFUGENTA'R	a f u Z e~ t a X
AFUMADU'RA	a f u~ m a d u r a
AFUMA'R	a f u~ m a X
AFUNDA'R	a f u~ d a X
AFUNILA'R	a f u~ n i l a X
AFUSELA'DO	a f u z e l a d u
AFÁ'SICO	a f a s i k u
AFÁ'VEL	a f a v e w
AFÃ'	a f a~
AFÉ'LIO	a f E l i u
AFÔ'NICO	a f o n i k u
AGACHA'R	a g a S a X
AGAIATA'R	a g a j a t a X
AGARGALA'DO	a g a R g a l a d u
AGAROTA'R	a g a r o t a X
AGA'RRA	a g a R a
AGARRA'R	a g a R a X
AGASALHA'R	a g a z a L a X
AGASA'LHO	a g a z a L u
AGASTA'R	a g a s t a X
AGEMA'DO	a Z e m a d u
AGENCIA'R	a Z e~ s i a X
AGE'NDA	a Z e~ d a
AGENDA'R	a Z e~ d a X
AGE'NTE	a Z e~ tS i
AGIGANTA'R	a Z i g a~ t a X
AGILIDA'DE	a Z i l i d a dZ i
AGILIZA'R	a Z i l i z a X
AGIO'TA	a Z i O t a
AGIOTA'GEM	a Z i o t a Z e~j~
AGIOTA'R	a Z i o t a X
AGI'R	a Z i X
AGITABILIDA'DE	a Z i t a b i l i d a dZ i
AGITADI'ÇO	a Z i t a dZ i s u
AGITADO'R	a Z i t a d o X
AGITA'NTE	a Z i t a~ tS i
AGITA'R	a Z i t a X
AGLOMERA'DA	a g l o m e r a d a
AGLOMERA'DO	a g l o m e r a d u
AGLOMERA'R	a g l o m e r a X
AGLUTINA'NTE	a g l u tS i~ n a~ tS i
AGLUTINA'R	a g l u tS i~ n a X
AGLUTINATI'VO	a g l u tS i~ n a tS i v u
AGLUTINAÇÃ'O	a g l u tS i~ n a s a~ w~
AGNOSTICI'SMO	a g n o s tS i s i z m u
AGNÓ'STICO	a g n O s tS i k u
AGOIRA'R	a g o j r a X
AGOIRE'IRO	a g o j r ej r u
AGOIRE'NTO	a g o j r e~ t u
AGOI'RO	a g o j r u
AGONI'A	a g o n i a
AGONIA'NTE	a g o n i a~ tS i
AGONIA'R	a g o n i a X
AGONIZA'NTE	a g o n i z a~ tS i
AGONIZA'R	a g o n i z a X
AGONÍ'STICA	a g o n i s tS i k a
AGO'RA	a g O r a
AGORAFOBI'A	a g o r a f o b i a
AGORI'NHA	a g o r i~ J a
AGOSTE'IRO	a g o s t ej r u
AGOSTINIA'NO	a g o s tS i~ n i a~ n u
AGOURA'R	a g ow r a X
AGOURE'IRO	a g ow r ej r u
AGOURENTA'R	a g ow r e~ t a X
AGOURE'NTO	a g ow r e~ t u
AGOU'RO	a g ow r u
AGRACIA'R	a g r a s i a X
AGRADA'R	a g r a d a X
AGRADECE'R	a g r a d e s e X
AGRADECI'DO	a g r a d e s i d u
AGRA'DO	a g r a d u
AGRADÁ'VEL	a g r a d a v e w
AGRAFADO'R	a g r a f a d o X
AGRAFA'R	a g r a f a X
AGRAFI'A	a g r a f i a
AGRA'FO	a g r a f u
AGRAVA'NTE	a g r a v a~ tS i
AGRAVA'R	a g r a v a X
AGRAVATI'VO	a g r a v a tS i v u
AGRAVATÓ'RIO	a g r a v a t O r i u
AGRA'VO	a g r a v u
A'GRE	a g r i
AGREDI'R	a g r e dZ i X
AGREGA'DO	a g r e g a d u
AGREGA'R	a g r e g a X
AGREGATI'VO	a g r e g a tS i v u
AGREMIAÇÃ'O	a g r e m i a s a~ w~
AGRESSI'VO	a g r e s i v u
AGRESSO'R	a g r e s o X
AGRESSÃ'O	a g r e s a~ w~
AGRE'STE	a g r E s tS i
AGRIA'L	a g r i a w
AGRICULTA'R	a g r i k u w t a X
AGRICULTU'RA	a g r i k u w t u r a
AGRIDO'CE	a g r i d o s i
AGRILHOA'R	a g r i L o a X
AGRIMENSA'R	a g r i~ m e~ s a X
AGRIMENSO'R	a g r i~ m e~ s o X
AGRIMENSU'RA	a g r i~ m e~ s u r a
AGRIMENSÃ'O	a g r i~ m e~ s a~ w~
AGRISALHA'R	a g r i z a L a X
AGRIÃ'O	a g r i a~ w~
A'GRO	a g r u
AGROGRAFI'A	a g r o g r a f i a
AGROLOGI'A	a g r o l o Z i a
AGROMANI'A	a g r o m a n i a
AGRONOMI'A	a g r o n o m i a
AGROPECUÁ'RIA	a g r o p e k u a r i a
AGROPECUÁ'RIO	a g r o p e k u a r i u
AGRO'R	a g r o X
AGROSSEIRA'DO	a g r o s e j r a d u
AGRUPA'R	a g r u p a X
AGRU'RA	a g r u r a
AGRÁ'RIO	a g r a r i u
AGRÔ'NOMO	a g r o n o m u
AGUACE'IRO	a g u a s ej r u
AGUA'DA	a g u a d a
AGUA'R	a g u a X
AGUARDA'R	a g u a R d a X
AGUARDE'NTE	a g u a R d e~ tS i
AGUARDENTE'IRO	a g u a R d e~ t ej r u
AGUARDENTO'SO	a g u a R d e~ t o z u
AGUARE'LA	a g u a r E l a
AGUARELA'R	a g u a r e l a X
AGUARELI'STA	a g u a r e l i s t a
AGUARRÁ'S	a g u a R a js
AGUA'ÇA	a g u a s a
AGUAÇA'L	a g u a s a w
AGUDE'Z	a g u d e js
AGUDE'ZA	a g u d e z a
AGUDIZA'R	a g u dZ i z a X
AGU'DO	a g u d u
AGUENTA'R	a g e~ t a X
AGUERRI'DO	a g e R i d u
AGUERRILHA'R	a g e R i L a X
AGUERRI'R	a g e R i X
AGUILHA'R	a g i L a X
AGUILHOA'DA	a g i L o a d a
AGUILHOADE'LA	a g i L o a d E l a
AGUILHOA'R	a g i L o a X
AGUILHÃ'O	a g i L a~ w~
AGUISA'R	a g i z a X
AGUITARRA'R	a g i t a R a X
AGU'LHA	a g u L a
AGULHA'DA	a g u L a d a
AGULHA'GEM	a g u L a Z e~j~
AGULHA'R	a g u L a X
AGULHEA'DO	a g u L e a d u
AGULHE'IRO	a g u L ej r u
AGULHE'TA	a g u L e t a
AGU'ÇA	a g u s a
AGUÇADE'IRA	a g u s a d ej r a
AGUÇADO'R	a g u s a d o X
AGUÇADU'RA	a g u s a d u r a
AGUÇA'R	a g u s a X
AGU'ÇO	a g u s u
AGÊ'NCIA	a Z e~ s i a
AH	a
AI	a j
AI'NDA	a i~ d a
A'IPO	a j p u
AIRO'SO	a j r o z u
AJANOTA'R	a Z a n o t a X
AJANTARA'DO	a Z a~ t a r a d u
AJARDINA'R	a Z a R dZ i~ n a X
AJAULA'DO	a Z a u l a d u
AJEITA'R	a Z e j t a X
AJOELHA'R	a Z o e L a X
AJORNALA'R	a Z o R n a l a X
AJOUJA'R	a Z ow Z a X
AJO'UJO	a Z ow Z u
AJU'DA	a Z u d a
AJUDA'DA	a Z u d a d a
AJUDA'NTE	a Z u d a~ tS i
AJUDA'R	a Z u d a X
AJUIZA'R	a Z u i z a X
AJUMENTA'DO	a Z u~ m e~ t a d u
AJU'NTA	a Z u~ t a
AJUNTADO'R	a Z u~ t a d o X
AJUNTADO'URO	a Z u~ t a d ow r u
AJUNTA'R	a Z u~ t a X
AJURAMENTA'R	a Z u r a m e~ t a X
AJUSTADO'R	a Z u s t a d o X
AJUSTA'R	a Z u s t a X
AJU'STE	a Z u s tS i
AJUSTIÇA'R	a Z u s tS i s a X
A'LA	a l a
ALABA'STRO	a l a b a s t r u
ALACAIA'R	a l a k a j a X
ALACRIDA'DE	a l a k r i d a dZ i
ALAGADI'ÇO	a l a g a dZ i s u
ALAGA'R	a l a g a X
ALAGARTA'DO	a l a g a X t a d u
ALAMBI'QUE	a l a~ b i k i
ALAME'DA	a l a m e d a
ALANI'NA	a l a n i~ n a
ALAPA'R	a l a p a X
ALA'R	a l a X
ALARANJA'R	a l a r a~ Z a X
ALA'RDE	a l a R dZ i
ALARDEA'R	a l a R d e a X
ALA'RDO	a l a R d u
ALARGA'R	a l a R g a X
ALARI'DO	a l a r i d u
ALA'RMA	a l a R m a
ALARMA'NTE	a l a R m a~ tS i
ALARMA'R	a l a R m a X
ALA'RME	a l a R m i
ALARVA'DO	a l a R v a d u
ALA'RVE	a l a R v i
ALASTRADE'IRA	a l a s t r a d ej r a
ALASTRA'R	a l a s t r a X
ALAVA'NCA	a l a v a~ k a
ALAÚ'DE	a l a u dZ i
A'LBA	a w b a
ALBA'NO	a w b a~ n u
ALBANÊ'S	a w b a n e js
ALBA'RDA	a w b a R d a
ALBARDA'R	a w b a R d a X
ALBARDE'IRO	a w b a R d ej r u
ALBATRO'Z	a w b a t r O js
ALBE'DO	a w b e d u
ALBERGA'R	a w b e R g a X
ALBERGARI'A	a w b e R g a r i a
ALBE'RGUE	a w b E R g i
ALBERGUE'IRO	a w b e R g ej r u
ALBICASTRE'NSE	a w b i k a s t r e~ s i
ALBINI'SMO	a w b i~ n i z m u
ALBI'NO	a w b i~ n u
ALBUFE'IRA	a w b u f ej r a
ALBUFEIRA'R	a w b u f e j r a X
ALBUGÍ'NEA	a w b u Z i n e a
ALBUMI'NA	a w b u~ m i~ n a
ALBUMINA'R	a w b u~ m i~ n a X
ALBUMINO'SO	a w b u~ m i~ n o z u
ALBÚ'MEN	a w b u m e~
ALCACHO'FRA	a w k a S o f r a
ALCA'IDE	a w k a j dZ i
ALCAIOTA'R	a w k a j o t a X
ALCALINIZA'R	a w k a l i~ n i z a X
ALCALI'NO	a w k a l i~ n u
ALCA'NCE	a w k a~ s i
ALCANTI'L	a w k a~ tS i w
ALCANTILA'DO	a w k a~ tS i l a d u
ALCANÇA'R	a w k a~ s a X
ALCA'NÇO	a w k a~ s u
ALCATE'IA	a w k a t E j a
ALCATIFA'R	a w k a tS i f a X
ALCATRA'Z	a w k a t r a js
ALCATROA'R	a w k a t r o a X
ALCATRÃ'O	a w k a t r a~ w~
A'LCE	a w s i
ALCOBACE'NSE	a w k o b a s e~ s i
ALCO'FA	a w k o f a
ALCOFA'R	a w k o f a X
ALCOOLEMI'A	a w k o o l e m i a
ALCOOLIFICA'R	a w k o o l i f i k a X
ALCOOLI'SMO	a w k o o l i z m u
ALCOOLIZA'R	a w k o o l i z a X
ALCOOLOMETRI'A	a w k o o l o m e t r i a
ALCOOLÔ'METRO	a w k o o l o m e t r u
ALCORÂ'NICO	a w k o r a~ n i k u
ALCO'VA	a w k O v a
ALCOVITE'IRO	a w k o v i t ej r u
ALCOÓ'LICO	a w k o O l i k u
ALCU'NHA	a w k u~ J a
ALCUNHA'R	a w k u~ J a X
ALCU'NHO	a w k u~ J u
ALCÁ'CER	a w k a s e X
ALCÁ'ÇOVA	a w k a s o v a
ALDEAME'NTO	a w d e a m e~ t u
ALDE'IA	a w d ej a
ALDEO'LA	a w d e O l a
ALDEO'TA	a w d e O t a
ALDEÃ'O	a w d e a~ w~
ALDEÍ'DO	a w d e i d u
ALDRABA'DA	a w d r a b a d a
ALDRABA'R	a w d r a b a X
ALDRABE'IRO	a w d r a b ej r u
ALDRABI'CE	a w d r a b i s i
ALDRABÃ'O	a w d r a b a~ w~
ALEATÓ'RIO	a l e a t O r i u
ALECRI'M	a l e k r i~
ALEGA'DO	a l e g a d u
ALEGA'NTE	a l e g a~ tS i
ALEGA'R	a l e g a X
ALEGORI'A	a l e g o r i a
ALEGORIZA'R	a l e g o r i z a X
ALEGRA'R	a l e g r a X
ALE'GRE	a l E g r i
ALEGRE'NSE	a l e g r e~ s i
ALEGRI'A	a l e g r i a
ALE'GRO	a l E g r u
ALEGRO'TE	a l e g r O tS i
ALEGRÃ'O	a l e g r a~ w~
ALEGÓ'RICO	a l e g O r i k u
ALEIJA'R	a l e j Z a X
ALEITA'R	a l e j t a X
ALELU'IA	a l e l u i a
ALEMÂ'NICO	a l e m a~ n i k u
ALEMÃ'O	a l e m a~ w~
ALENTA'R	a l e~ t a X
ALENTEJA'NO	a l e~ t e Z a~ n u
ALE'NTO	a l e~ t u
ALERGI'A	a l e R Z i a
ALE'RTA	a l E X t a
ALERTA'R	a l e X t a X
ALESMA'R	a l e z m a X
ALETRI'A	a l e t r i a
ALEVANTA'R	a l e v a~ t a X
ALEVA'NTE	a l e v a~ tS i
ALEXANDRI'NO	a l e S a~ d r i~ n u
ALEXI'A	a l e k s i a
ALEXÍ'ACO	a l e k s i a k u
A'LFA	a w f a
ALFABETA'R	a w f a b e t a X
ALFABETI'SMO	a w f a b e tS i z m u
ALFABETIZA'R	a w f a b e tS i z a X
ALFABE'TO	a w f a b E t u
ALFABETÁ'RIO	a w f a b e t a r i u
ALFABÉ'TICO	a w f a b E tS i k u
ALFA'CE	a w f a s i
ALFACI'NHA	a w f a s i~ J a
ALFA'IA	a w f a j a
ALFAIA'R	a w f a j a X
ALFAIATA'R	a w f a j a t a X
ALFAIATARI'A	a w f a j a t a r i a
ALFAIA'TE	a w f a j a tS i
ALFA'MA	a w f a~ m a
ALFAME'NSE	a w f a m e~ s i
ALFANDEGA'R	a w f a~ d e g a X
ALFANDEGÁ'RIO	a w f a~ d e g a r i u
ALFANUMÉ'RICO	a w f a n u~ m E r i k u
ALFARRABI'STA	a w f a R a b i s t a
ALFARRO'BA	a w f a R o b a
ALFARROBA'L	a w f a R o b a w
ALFARROBA'R	a w f a R o b a X
ALFARROBE'IRA	a w f a R o b ej r a
ALFARRÁ'BIO	a w f a R a b i u
ALFAZE'MA	a w f a z e~ m a
ALFAZEMA'R	a w f a z e m a X
ALFE'NA	a w f e~ n a
ALFE'RES	a w f E r i s
ALFINETA'DA	a w f i~ n e t a d a
ALFINETA'R	a w f i~ n e t a X
ALFINE'TE	a w f i~ n e tS i
ALFINETE'IRA	a w f i~ n e t ej r a
ALFO'RGE	a w f O R Z i
ALFORJA'DA	a w f o R Z a d a
ALFORJA'R	a w f o R Z a X
ALFORRA'R	a w f o R a X
ALFORRE'CA	a w f o R E k a
ALFÂ'NDEGA	a w f a~ d e g a
A'LGA	a w g a
ALGALIA'R	a w g a l i a X
ALGARAVIA'DA	a w g a r a v i a d a
ALGARI'SMO	a w g a r i z m u
ALGARVI'O	a w g a R v i u
ALGAZA'RRA	a w g a z a R a
ALGAZARRA'R	a w g a z a R a X
ALGEBRICAME'NTE	a w Z E b r i k a m e~ tS i
ALGEBRIZA'R	a w Z e b r i z a X
ALGE'MA	a w Z e~ m a
ALGEMA'R	a w Z e m a X
ALGIBE'IRA	a w Z i b ej r a
A'LGO	a w g u
ALGODÃ'O	a w g o d a~ w~
ALGORITMI'A	a w g o r i tS m i a
ALGORI'TMO	a w g o r i tS m u
ALGORÍ'TMICO	a w g o r i tS m i k u
ALGO'Z	a w g O js
ALGUIDA'R	a w g i d a X
ALGU'M	a w g u~
ALGU'RES	a w g u r i s
ALGUÉ'M	a w g e~j~
ALGÁ'LIA	a w g a l i a
ALGÉ'BRICO	a w Z E b r i k u
ALHA'DA	a L a d a
ALHEAME'NTO	a L e a m e~ t u
ALHEA'R	a L e a X
ALHE'IO	a L ej u
ALHE'IRA	a L ej r a
ALHE'IRO	a L ej r u
ALHEÁ'VEL	a L e a v e w
A'LHO	a L u
ALI'	a l i
ALIA'NÇA	a l i a~ s a
ALIA'R	a l i a X
ALIBILIDA'DE	a l i b i l i d a dZ i
ALICA'TE	a l i k a tS i
ALICE'RCE	a l i s E X s i
ALICERÇA'R	a l i s e X s a X
ALICIADO'R	a l i s i a d o X
ALICIA'NTE	a l i s i a~ tS i
ALICIA'R	a l i s i a X
ALIENABILIDA'DE	a l i e n a b i l i d a dZ i
ALIENA'NTE	a l i e n a~ tS i
ALIENA'R	a l i e n a X
ALIENATÁ'RIO	a l i e n a t a r i u
ALIENATÓ'RIO	a l i e n a t O r i u
ALIENI'SMO	a l i e n i z m u
ALIENI'STA	a l i e n i s t a
ALIENÍ'GENA	a l i e n i Z e n a
ALIGEIRA'R	a l i Z e j r a X
ALIJA'R	a l i Z a X
ALIMENTADO'R	a l i~ m e~ t a d o X
ALIMENTA'R	a l i~ m e~ t a X
ALIMENTIVIDA'DE	a l i~ m e~ tS i v i d a dZ i
ALIME'NTO	a l i~ m e~ t u
ALIMENTO'SO	a l i~ m e~ t o z u
ALIMENTÍ'CIO	a l i~ m e~ tS i s i u
ALIMPA'R	a l i~ p a X
ALINDA'R	a l i~ d a X
ALINHA'R	a l i~ J a X
ALINHAVA'R	a l i~ J a v a X
ALINHA'VO	a l i~ J a v u
ALISA'R	a l i z a X
ALISTA'R	a l i s t a X
ALIVIA'R	a l i v i a X
ALIÁ'S	a l i a js
ALJOFRA'R	a w Z o f r a X
ALJUBARROTE'NSE	a w Z u b a R o t e~ s i
A'LMA	a w m a
ALMANA'QUE	a w m a n a k i
ALMA'ÇO	a w m a s u
ALMEJA'NTE	a w m e Z a~ tS i
ALMEJA'R	a w m e Z a X
ALME'JO	a w m e Z u
ALMI'NHAS	a w m i~ J a js
ALMIRA'NTA	a w m i r a~ t a
ALMIRANTA'DO	a w m i r a~ t a d u
ALMIRA'NTE	a w m i r a~ tS i
ALMISCARA'R	a w m i s k a r a X
ALMISCARE'IRO	a w m i s k a r ej r u
ALMOCREVA'R	a w m o k r e v a X
ALMOCRE'VE	a w m o k r E v i
ALMOFA'DA	a w m o f a d a
ALMOFADA'R	a w m o f a d a X
ALMOFADI'LHA	a w m o f a dZ i L a
ALMOFADÃ'O	a w m o f a d a~ w~
ALMOFARI'Z	a w m o f a r i js
ALMOÇA'R	a w m o s a X
ALMO'ÇO	a w m o s u
ALMU'DE	a w m u dZ i
ALMÍ'SCAR	a w m i s k a X
ALMÔ'NDEGA	a w m o~ d e g a
ALOCA'R	a l o k a X
ALOCUÇÃ'O	a l o k u s a~ w~
ALOGAMI'A	a l o g a m i a
ALOJA'R	a l o Z a X
ALO'JO	a l O Z u
ALOMBA'R	a l o~ b a X
ALONGA'R	a l o~ g a X
ALOUCA'R	a l ow k a X
ALOURA'R	a l ow r a X
ALOUSA'R	a l ow z a X
ALPA'CA	a w p a k a
ALPA'RCA	a w p a X k a
ALPENDRA'DO	a w p e~ d r a d u
ALPENDRA'R	a w p e~ d r a X
ALPE'NDRE	a w p e~ d r i
ALPE'RCE	a w p E X s i
ALPE'STRE	a w p E s t r i
ALPINI'SMO	a w p i~ n i z m u
ALPINI'STA	a w p i~ n i s t a
ALPI'NO	a w p i~ n u
ALPI'STA	a w p i s t a
ALPI'STE	a w p i s tS i
ALPISTE'IRO	a w p i s t ej r u
ALQUEIRA'R	a w k e j r a X
ALQUE'IRE	a w k ej r i
ALQUEIRÃ'O	a w k e j r a~ w~
ALQUIMI'A	a w k i~ m i a
ALQUIMIA'R	a w k i~ m i a X
ALQUÍ'MICO	a w k i m i k u
ALSACIA'NO	a w s a s i a~ n u
A'LTA	a w t a
ALTA'R	a w t a X
ALTE'R	a w t e X
ALTERABILIDA'DE	a w t e r a b i l i d a dZ i
ALTERADO'R	a w t e r a d o X
ALTERA'NTE	a w t e r a~ tS i
ALTERA'R	a w t e r a X
ALTERAÇÃ'O	a w t e r a s a~ w~
ALTE'RNA	a w t E R n a
ALTERNA'DO	a w t e R n a d u
ALTERNADO'R	a w t e R n a d o X
ALTERNA'NTE	a w t e R n a~ tS i
ALTERNA'R	a w t e R n a X
ALTERNATI'VA	a w t e R n a tS i v a
ALTERNATI'VO	a w t e R n a tS i v u
ALTE'RNO	a w t E R n u
ALTERNÂ'NCIA	a w t e R n a~ s i a
ALTERO'SO	a w t e r o z u
ALTERÁ'VEL	a w t e r a v e w
ALTE'ZA	a w t e z a
ALTIFALA'NTE	a w tS i f a l a~ tS i
ALTIPLA'NO	a w tS i p l a~ n u
ALTI'STA	a w tS i s t a
ALTITU'DE	a w tS i t u dZ i
ALTIVE'Z	a w tS i v e js
ALTI'VO	a w tS i v u
A'LTO	a w t u
A'LTOS	a w t u s
ALTRUÍ'SMO	a w t r u i z m u
ALTRUÍ'STA	a w t r u i s t a
ALTRUÍ'STICO	a w t r u i s tS i k u
ALTU'RA	a w t u r a
ALTÍ'METRO	a w tS i m e t r u
ALUADAME'NTE	a l u a d a m e~ tS i
ALUA'R	a l u a X
ALUCINA'NTE	a l u s i~ n a~ tS i
ALUCINA'R	a l u s i~ n a X
ALUCINATÓ'RIO	a l u s i~ n a t O r i u
ALUCINOGÉ'NO	a l u s i~ n o Z E n u
ALUDI'R	a l u dZ i X
ALUGADO'R	a l u g a d o X
ALUGA'R	a l u g a X
ALUGUE'R	a l u g e X
ALUI'R	a l u i X
ALUMIA'R	a l u~ m i a X
ALUMINA'TO	a l u~ m i~ n a t u
ALUMÍ'NIO	a l u~ m i n i u
ALUNA'GEM	a l u~ n a Z e~j~
ALUNA'R	a l u~ n a X
ALU'NO	a l u~ n u
ALUSI'VO	a l u z i v u
ALUSÃ'O	a l u z a~ w~
ALUVIA'L	a l u v i a w
ALUVIA'R	a l u v i a X
ALUVIONA'R	a l u v i o n a X
ALUVIÃ'O	a l u v i a~ w~
A'LVA	a w v a
ALVA'RES	a w v a r i s
ALVARI'NHO	a w v a r i~ J u
ALVARÁ'	a w v a r a
ALVEJA'NTE	a w v e Z a~ tS i
ALVEJA'R	a w v e Z a X
ALVENARI'A	a w v e n a r i a
ALVEOLA'R	a w v e o l a X
ALVISSARA'R	a w v i s a r a X
ALVITRA'R	a w v i t r a X
A'LVO	a w v u
ALVO'R	a w v o X
ALVORA'DA	a w v o r a d a
ALVORA'R	a w v o r a X
ALVORAÇA'R	a w v o r a s a X
ALVORECE'R	a w v o r e s e X
ALVORE'DO	a w v o r e d u
ALVOROÇA'NTE	a w v o r o s a~ tS i
ALVOROÇA'R	a w v o r o s a X
ALVORO'ÇO	a w v o r o s u
ALVU'RA	a w v u r a
ALVÉ'OLA	a w v E o l a
ALVÉ'OLO	a w v E o l u
ALVÍ'SSARAS	a w v i s a r a js
A'LÇA	a w s a
ALÇA'DA	a w s a d a
ALÇADE'IRA	a w s a d ej r a
ALÇADU'RA	a w s a d u r a
ALÇAPÃ'O	a w s a p a~ w~
ALÇA'R	a w s a X
ALÉ'M	a l e~j~
ALÉ'RGICO	a l E R Z i k u
ALÉ'XICO	a l E k s i k u
ALÍ'NEA	a l i n e a
ALÍ'SIO	a l i s i u
ALÍ'VIO	a l i v i u
ALÔ'	a l o
A'MA	a~ m a
AMABILIDA'DE	a m a b i l i d a dZ i
AMACACA'R	a m a k a k a X
AMACHUCADE'LA	a m a S u k a d E l a
AMACHUCA'R	a m a S u k a X
AMACIA'R	a m a s i a X
AMADO'R	a m a d o X
AMADORE'NSE	a m a d o r e~ s i
AMADORI'SMO	a m a d o r i z m u
AMADRINHA'R	a m a d r i~ J a X
AMADURECE'R	a m a d u r e s e X
AMAINA'R	a m a i~ n a X
AMALANDRA'R	a m a l a~ d r a X
AMALDIÇOA'R	a m a w dZ i s o a X
AMALGAMA'R	a m a w g a m a X
AMALGAME'NTO	a m a w g a m e~ t u
AMALUCA'R	a m a l u k a X
AMAMENTA'R	a m a m e~ t a X
AMANCEBA'DO	a m a~ s e b a d u
AMANHA'R	a m a J a X
AMANHECE'R	a m a J e s e X
AMANHECI'DA	a m a J e s i d a
AMA'NHO	a m a~ J u
AMANHÃ'	a m a J a~
AMANSA'R	a m a~ s a X
AMANSI'A	a m a~ s i a
AMA'NTE	a m a~ tS i
AMANTEIGA'DO	a m a~ t e j g a d u
AMA'R	a m a X
AMARA'GEM	a m a r a Z e~j~
AMARA'R	a m a r a X
AMARE'LA	a m a r E l a
AMARELA'DO	a m a r e l a d u
AMARELA'R	a m a r e l a X
AMARELECE'R	a m a r e l e s e X
AMARE'LO	a m a r E l u
AMARFANHA'R	a m a X f a J a X
AMARGA'R	a m a R g a X
AMA'RGO	a m a R g u
AMARGO'R	a m a R g o X
AMARGU'RA	a m a R g u r a
AMARGURADAME'NTE	a m a R g u r a d a m e~ tS i
AMARGURA'R	a m a R g u r a X
AMARICA'R	a m a r i k a X
AMAROTA'DO	a m a r o t a d u
AMA'RRA	a m a R a
AMARRADO'R	a m a R a d o X
AMARRADU'RA	a m a R a d u r a
AMARRA'R	a m a R a X
AMARROTA'R	a m a R o t a X
AMARTELA'R	a m a X t e l a X
AMARUJA'R	a m a r u Z a X
AMASSADE'IRA	a m a s a d ej r a
AMASSADE'LA	a m a s a d E l a
AMASSADU'RA	a m a s a d u r a
AMASSA'R	a m a s a X
AMATÓ'RIO	a m a t O r i u
AMAZELA'R	a m a z e l a X
AMAZO'NA	a m a z o~ n a
AMAZONE'NSE	a m a z o n e~ s i
AMAZÔ'NICO	a m a z o n i k u
A'MBAS	a~ b a js
AMBICIONA'R	a~ b i s i o n a X
AMBICIO'SO	a~ b i s i o z u
AMBIDE'XTRO	a~ b i d E s t r u
AMBIENTA'L	a~ b i e~ t a w
AMBIENTA'R	a~ b i e~ t a X
AMBIE'NTE	a~ b i e~ tS i
AMBIGUAME'NTE	a~ b i g u a m e~ tS i
AMBIGUIDA'DE	a~ b i g i d a dZ i
AMBIÇÃ'O	a~ b i s a~ w~
AMBIÊ'NCIA	a~ b i e~ s i a
A'MBOS	a~ b u s
AMBROSIA'NO	a~ b r o z i a~ n u
AMBRÓ'SIA	a~ b r O s i a
AMBULACRÁ'RIO	a~ b u l a k r a r i u
AMBULA'NTE	a~ b u l a~ tS i
AMBULATI'VO	a~ b u l a tS i v u
AMBULATÓ'RIO	a~ b u l a t O r i u
AMBULÂ'NCIA	a~ b u l a~ s i a
AMBÍ'GUO	a~ b i g u u
AMEALHA'R	a m e a L a X
AMEA'R	a m e a X
AMEA'ÇA	a m e a s a
AMEAÇADO'R	a m e a s a d o X
AMEAÇA'NTE	a m e a s a~ tS i
AMEAÇA'R	a m e a s a X
AME'BA	a m E b a
AMEDALHA'R	a m e d a L a X
AMEDRONTADO'R	a m e d r o~ t a d o X
AMEDRONTA'R	a m e d r o~ t a X
AME'IA	a m ej a
AMEIGA'R	a m e j g a X
AMEIJOA'DA	a m e j Z o a d a
AMEIJOA'R	a m e j Z o a X
AMEIJOE'IRA	a m e j Z o ej r a
AME'IXA	a m ej S a
AMEIXE'IRA	a m e j S ej r a
AMEIXIA'L	a m e j S i a w
AMEIXIE'IRA	a m e j S i ej r a
AMEIXOA'L	a m e j S o a w
AMEIXOE'IRA	a m e j S o ej r a
AMELA'DO	a m e l a d u
AMELOA'DO	a m e l o a d u
AMEMBRANA'DO	a m e~ b r a n a d u
AMENDOA'DA	a m e~ d o a d a
AMENDOA'DO	a m e~ d o a d u
AMENDOA'L	a m e~ d o a w
AMENDOE'IRA	a m e~ d o ej r a
AMENDOI'M	a m e~ d o i~
